caller_phone,callee_phone,timestamp,duration_sec,lat,lon,cell_tower_id
9881862923,9128030409,2024-05-22T04:19:00.000Z,2412,24.197549,69.0357,JK-021236
9875837485,9139304683,2024-07-25T21:17:00.000Z,243,27.616119,89.372513,OR-015904
9836289054,9199475519,2024-05-13T16:43:00.000Z,2256,34.676937,83.357234,TN-031710
9835603249,9162384405,2024-05-24T01:44:00.000Z,1228,26.617514,74.745219,TS-030270
9811115099,9153179744,2024-05-15T10:26:00.000Z,1133,21.84554,93.77117,TN-006107
9872550688,9173805891,2024-01-07T03:32:00.000Z,1360,8.189967,92.36185,AS-012233
9842926689,9133960206,2024-11-17T14:49:00.000Z,821,15.799457,88.91463,OR-028869
9896611147,9145052148,2024-09-15T18:58:00.000Z,610,13.752402,81.876685,GA-027946
9841983251,9151165284,2024-09-05T18:03:00.000Z,324,19.514073,94.259352,WB-009054
9852078263,9150204448,2024-03-28T15:46:00.000Z,3581,34.189926,94.689787,AR-019859
9888286399,9136677990,2024-09-16T13:56:00.000Z,739,31.734284,72.037676,BR-042696
9826526231,9127117780,2024-03-01T05:28:00.000Z,2561,17.797411,68.736447,CG-014557
9810343116,9194325783,2024-04-25T09:58:00.000Z,2802,34.660461,76.988188,MP-019070
9887740373,9155045546,2024-11-30T22:04:00.000Z,3186,26.449916,91.182909,DL-010438
9891895403,9143008224,2024-04-27T20:42:00.000Z,1101,35.32211,93.501656,AP-047734
9877683017,9150805285,2024-04-03T05:33:00.000Z,413,21.171519,77.138556,RJ-032906
9857274829,9119105479,2024-02-26T16:17:00.000Z,996,27.564853,88.954828,TR-022070
9856884157,9177182826,2024-11-15T22:18:00.000Z,2567,32.35069,97.171098,UP-014834
9835711711,9151638875,2024-07-26T06:30:00.000Z,708,32.945839,79.062235,MZ-004221
9844242492,9131043735,2024-11-06T10:46:00.000Z,212,22.145841,85.574881,UP-020329
9855869408,9133198207,2024-03-07T02:42:00.000Z,1049,9.767719,68.842297,TN-041178
9875190674,9184831236,2024-11-07T03:42:00.000Z,3007,29.498679,81.214431,OR-035488
9810223801,9153443063,2024-03-13T05:37:00.000Z,789,31.140661,76.117309,PB-013246
9811375750,9156630909,2024-08-08T03:44:00.000Z,3110,21.845527,93.037673,MN-045251
9833580355,9193288901,2024-06-11T12:48:00.000Z,489,30.514398,85.64119,KL-029586
9851328715,9151241995,2024-01-19T22:29:00.000Z,1390,35.285181,88.082766,OR-046762
9866956184,9149983939,2024-06-04T16:52:00.000Z,3325,19.622148,81.915233,GJ-027076
9815733336,9189287412,2024-08-21T13:41:00.000Z,3516,27.601896,80.471154,MH-020608
9845507315,9169283156,2024-01-13T05:47:00.000Z,1122,20.214049,86.197064,GJ-017043
9890036715,9116758991,2024-11-12T15:31:00.000Z,1967,17.592575,83.183783,HP-009445
9882577961,9160368446,2024-09-21T05:04:00.000Z,333,20.383371,82.24675,MP-025743
9812449101,9162973392,2024-11-08T22:45:00.000Z,3212,16.731478,93.958024,NL-023117
9822826565,9136493885,2024-12-07T11:50:00.000Z,924,25.925121,77.841914,WB-002423
9829477150,9177850618,2024-06-19T23:52:00.000Z,2057,35.115241,85.795659,SK-011268
9892570733,9170126902,2024-04-13T16:01:00.000Z,2188,18.925323,68.345506,MH-026130
9815110117,9173918845,2024-12-04T22:35:00.000Z,2958,29.09992,88.675848,ML-041450
9868135030,9144600411,2024-10-16T20:07:00.000Z,3425,21.028208,89.775099,CG-035140
9867711123,9110087923,2024-05-02T09:33:00.000Z,2740,21.549015,88.560812,TN-016755
9844854234,9152865791,2024-02-15T07:41:00.000Z,127,17.184,88.917448,MZ-002734
9871619313,9180646053,2024-03-17T00:08:00.000Z,1521,15.484621,82.622873,OR-039578
9823949112,9140375992,2024-05-10T17:07:00.000Z,1657,13.884668,86.217626,OR-002852
9827780978,9146099211,2024-05-20T05:54:00.000Z,785,9.909029,75.811892,AR-013712
9831822179,9170451410,2024-02-25T21:30:00.000Z,2411,13.848088,89.727092,OR-032015
9877447959,9116190549,2024-07-18T02:24:00.000Z,3558,15.988863,74.589901,TR-023973
9840748853,9119479583,2024-12-24T21:55:00.000Z,2450,10.6533,72.662521,JK-005818
9817631406,9124806020,2024-06-19T14:21:00.000Z,1503,13.654938,74.386788,HR-040428
9894671880,9199028308,2024-06-27T18:08:00.000Z,1133,35.730187,80.846128,JK-037602
9830370307,9190199981,2024-12-27T19:32:00.000Z,1064,29.376968,96.164754,MZ-011979
9884283135,9198662114,2024-04-26T17:38:00.000Z,1955,19.491485,95.054828,MN-043644
9852280222,9173956040,2024-02-27T12:51:00.000Z,2513,34.378909,74.697968,GA-014393
9853607574,9179791045,2024-01-12T05:25:00.000Z,440,29.619687,95.519576,SK-030491
9824572412,9126285853,2024-07-31T22:33:00.000Z,2268,29.562969,96.624545,UK-016718
9862423082,9195835153,2024-11-03T06:58:00.000Z,582,23.687786,76.633477,HP-013373
9887343139,9159109563,2024-04-17T12:37:00.000Z,486,24.903125,88.139117,KL-038137
9868082936,9140570082,2024-06-08T09:49:00.000Z,424,23.625676,87.895883,CG-029382
9874788090,9110815500,2024-05-18T19:13:00.000Z,1770,27.381988,83.801016,WB-042184
9893160742,9164852876,2024-02-28T13:45:00.000Z,695,18.359991,74.495878,SK-008562
9881869446,9140671165,2024-10-08T05:01:00.000Z,414,16.337535,76.793089,AS-011883
9868241325,9128636081,2024-02-07T01:50:00.000Z,3180,10.710538,88.782106,GJ-044609
9874352496,9167774567,2024-01-17T20:30:00.000Z,3298,26.468661,76.066793,OR-002669
9819583387,9189880947,2024-03-15T15:19:00.000Z,2937,26.587143,76.862065,WB-025171
9834320146,9125086083,2024-11-17T14:36:00.000Z,2481,32.058868,70.950249,ML-018266
9864911118,9135074937,2024-12-13T12:20:00.000Z,560,22.457269,86.794646,OR-047994
9872161504,9159871382,2024-02-24T14:14:00.000Z,3576,25.354318,68.624862,AS-045003
9892402821,9160418850,2024-01-09T07:44:00.000Z,3393,24.780184,68.658319,AS-008550
9835984371,9184698616,2024-02-14T06:51:00.000Z,2992,32.713895,82.875308,TS-011530
9861022428,9165126618,2024-06-14T04:46:00.000Z,110,32.651133,88.490455,NL-007967
9871858320,9197566340,2024-09-07T03:05:00.000Z,3084,10.253997,96.855039,KL-025249
9817178833,9164835779,2024-02-12T12:53:00.000Z,1304,12.447828,77.342208,DL-028184
9862025510,9165951401,2024-04-21T22:22:00.000Z,743,29.615058,85.76085,AR-018763
9817611654,9157525492,2024-05-06T05:50:00.000Z,2945,16.256971,82.149373,UP-032413
9865296861,9127387173,2024-09-21T09:39:00.000Z,3556,8.228806,94.43242,OR-018815
9837107437,9184605289,2024-08-17T05:02:00.000Z,1200,23.084187,85.226404,OR-036073
9872923447,9151579705,2024-03-19T13:22:00.000Z,2502,8.142955,96.961145,BR-021506
9877089850,9196036007,2024-02-12T04:45:00.000Z,2348,11.859883,88.469688,AS-014111
9865136821,9137861592,2024-09-13T02:16:00.000Z,2427,8.962446,84.842214,JK-012929
9866302799,9181745370,2024-01-05T16:37:00.000Z,959,8.323891,81.766063,AS-005704
9868956736,9195813311,2024-11-20T18:00:00.000Z,315,15.924861,84.576113,PB-009226
9860830841,9155373505,2024-06-24T10:05:00.000Z,1454,32.280209,86.525987,MZ-026164
9831754746,9183998342,2024-03-23T21:53:00.000Z,2046,8.043559,79.714938,AP-001060
9846846462,9157684954,2024-11-19T22:31:00.000Z,2890,14.35427,96.864913,UP-002188
9822546247,9133748304,2024-05-27T00:28:00.000Z,2195,9.168688,71.764426,AS-035344
9821763921,9174143216,2024-05-02T06:39:00.000Z,1804,35.091135,73.710021,HR-032326
9831464869,9182828405,2024-10-08T17:35:00.000Z,25,32.095974,84.221684,UK-025709
9871118098,9142159004,2024-10-23T23:40:00.000Z,1865,13.552104,71.583553,TN-013275
9827391683,9126319872,2024-04-06T19:24:00.000Z,1099,22.642919,74.219171,MP-034662
9876810750,9115028416,2024-07-13T20:07:00.000Z,2572,17.770745,82.765854,MZ-018620
9824834102,9195543064,2024-03-06T09:43:00.000Z,1110,23.475664,97.109298,MP-036389
9847655581,9173251878,2024-03-18T08:34:00.000Z,1930,26.932831,92.330957,KA-010114
9826157584,9131445946,2024-09-14T15:11:00.000Z,496,24.286966,68.167537,JK-029990
9848437217,9162906630,2024-04-22T05:34:00.000Z,2607,35.343826,71.031371,NL-048437
9864199158,9153472418,2024-01-15T21:40:00.000Z,1004,9.955503,88.323372,KA-027141
9840777425,9154268010,2024-08-09T15:55:00.000Z,501,24.469775,94.0401,GA-004459
9869414926,9181797504,2024-11-19T12:04:00.000Z,2093,18.305926,80.187701,TN-036157
9840488174,9162818901,2024-03-18T04:56:00.000Z,2958,21.031972,78.076579,WB-039276
9894005907,9158340408,2024-08-04T18:20:00.000Z,2582,30.599975,94.721365,WB-021345
9824476637,9147291376,2024-07-23T10:26:00.000Z,650,21.140292,85.990073,MH-044493
9888769752,9168679809,2024-09-20T12:26:00.000Z,2033,36.489856,75.287836,MP-020026
9865536754,9121978883,2024-11-18T15:05:00.000Z,1243,24.250457,80.257866,ML-030829
9856165686,9118089178,2024-03-21T23:23:00.000Z,3136,26.707639,71.109775,HP-018109
9869080195,9133021675,2024-03-18T02:26:00.000Z,1855,23.665077,77.7285,AR-048146
9831362401,9118378811,2024-10-09T14:59:00.000Z,891,35.133427,73.301882,JH-039654
9867711448,9121330458,2024-05-26T22:44:00.000Z,3568,21.619926,74.16667,TR-006262
9834754167,9135235082,2024-12-09T00:40:00.000Z,2726,21.001576,87.758011,JH-046816
9883395771,9174428962,2024-07-07T23:49:00.000Z,2843,16.20357,68.996715,KA-006732
9879762314,9124508431,2024-11-07T02:52:00.000Z,249,12.163671,73.820493,TR-035180
9831938359,9182180157,2024-04-04T10:07:00.000Z,738,28.396796,94.022517,UK-008131
9885654895,9121844354,2024-11-25T21:36:00.000Z,2456,18.489989,73.945928,KL-000887
9834100561,9149122166,2024-08-17T18:03:00.000Z,2646,24.051439,94.431747,TR-032832
9884645144,9178524107,2024-01-02T10:58:00.000Z,2061,9.333699,86.447063,OR-007914
9867326680,9130643639,2024-03-23T20:08:00.000Z,1381,10.242701,83.492683,MP-020639
9811167545,9142088180,2024-05-19T02:00:00.000Z,3577,25.011958,74.250481,AS-012560
9832970015,9122171479,2024-04-15T21:51:00.000Z,1385,25.773546,84.714897,PB-036483
9826776862,9151050327,2024-03-10T18:25:00.000Z,281,10.522302,92.727201,MN-038521
9871642299,9128626636,2024-04-12T10:07:00.000Z,2270,12.837291,82.949905,GA-021063
9838839792,9193800951,2024-11-17T02:47:00.000Z,221,16.463615,88.547469,NL-040433
9852654970,9137524345,2024-02-07T13:47:00.000Z,228,20.085372,78.543239,JH-002474
9852217840,9198930716,2024-12-24T04:03:00.000Z,1840,30.459165,85.792731,BR-027133
9826645093,9177557897,2024-09-21T17:34:00.000Z,1431,25.266191,80.344365,CG-009400
9882592746,9180513689,2024-08-08T10:53:00.000Z,1191,29.640174,81.581137,OR-013625
9811164005,9192840139,2024-05-24T17:22:00.000Z,88,36.456162,93.956737,KA-006118
9828819586,9191020624,2024-06-19T16:53:00.000Z,3049,14.498103,92.481858,KL-007011
9876148906,9175549456,2024-08-16T02:29:00.000Z,3032,8.513493,79.087168,RJ-005280
9824411084,9195802383,2024-02-25T02:25:00.000Z,1736,29.002081,69.640447,UK-020517
9860570608,9197243795,2024-01-17T15:05:00.000Z,2100,8.826962,69.824861,BR-005895
9860630407,9182324148,2024-05-14T15:25:00.000Z,752,15.850295,74.648801,TR-034944
9893467990,9164899880,2024-05-10T13:00:00.000Z,2095,8.367162,72.593897,AP-001534
9874604394,9155422610,2024-09-04T02:32:00.000Z,54,33.92912,94.032331,BR-035447
9830118327,9136068901,2024-12-05T18:53:00.000Z,1531,14.960599,73.397565,RJ-038408
9813883608,9189428407,2024-05-03T20:04:00.000Z,487,34.641568,80.426926,TR-016385
9838605263,9125366784,2024-02-08T11:00:00.000Z,3319,33.990564,79.367633,UP-049891
9887251836,9180988727,2024-05-14T03:03:00.000Z,2508,21.315388,76.179902,UK-004087
9876700015,9198885931,2024-10-01T09:28:00.000Z,1144,21.787273,90.737695,KA-036517
9837645301,9150341459,2024-03-11T20:32:00.000Z,2497,33.543959,83.781398,DL-043566
9897119116,9141326854,2024-03-23T12:31:00.000Z,592,8.507343,80.499203,KL-020570
9838487842,9148362169,2024-10-27T20:19:00.000Z,28,36.721689,92.732952,UK-014864
9847918952,9170174270,2024-09-22T07:49:00.000Z,3131,10.814769,90.565541,SK-009110
9854475935,9196821921,2024-05-01T00:04:00.000Z,3104,9.249994,94.208306,BR-041055
9854604193,9164208530,2024-09-10T10:11:00.000Z,2000,30.693403,89.010738,AR-016471
9829425968,9159990259,2024-06-11T17:31:00.000Z,220,27.274398,72.346206,GJ-042601
9820785955,9127689457,2024-01-10T01:19:00.000Z,2827,36.535636,75.155447,ML-042970
9869174718,9137254207,2024-12-03T04:02:00.000Z,934,31.040884,70.793982,HP-001636
9828370487,9110341640,2024-03-28T00:40:00.000Z,522,21.427664,75.45383,UK-000050
9847987780,9162533187,2024-11-05T17:36:00.000Z,989,13.590515,80.11356,UP-011091
9886654312,9112948454,2024-06-12T14:27:00.000Z,722,12.716203,73.00984,MZ-014871
9843924802,9168181271,2024-03-04T23:45:00.000Z,1294,21.861405,90.373386,SK-043609
9869743937,9113330268,2024-10-02T23:31:00.000Z,3060,23.59508,91.727698,HP-029443
9847096992,9122337301,2024-02-20T06:41:00.000Z,3013,36.467916,95.599054,RJ-028417
9854557807,9194323984,2024-12-08T03:36:00.000Z,63,12.285992,95.271406,TR-035437
9863878067,9168063457,2024-03-17T23:46:00.000Z,3013,32.075896,78.804581,DL-023350
9889687717,9122246055,2024-11-24T00:40:00.000Z,1268,23.484369,73.831106,BR-010012
9872093739,9122917654,2024-02-16T23:09:00.000Z,2437,13.045344,78.74232,AS-043515
9870007698,9111256748,2024-08-07T13:18:00.000Z,243,10.956523,94.327161,MP-000021
9814457415,9192023377,2024-12-28T17:22:00.000Z,1150,11.096164,77.601583,WB-036230
9871227495,9184287016,2024-09-16T23:47:00.000Z,3436,36.030729,81.085257,UK-048432
9847918734,9190807742,2024-10-14T17:24:00.000Z,81,24.018654,76.992093,WB-012189
9825610467,9164447378,2024-03-06T09:31:00.000Z,656,10.598929,83.919606,AS-029685
9857019429,9123164992,2024-07-15T09:01:00.000Z,1840,19.836029,94.530148,CG-034830
9852706221,9163481191,2024-01-22T05:33:00.000Z,2967,20.075504,78.905192,MH-039020
9851575728,9165860191,2024-08-03T23:25:00.000Z,955,21.189165,74.653048,NL-037751
9812765219,9167166332,2024-04-15T00:25:00.000Z,1047,30.477061,69.925244,TN-027629
9880256961,9160890150,2024-01-23T17:53:00.000Z,2809,29.762191,74.52695,PB-013030
9864198417,9145525941,2024-04-20T00:46:00.000Z,1968,20.995524,77.451591,UP-009730
9877705949,9130927150,2024-02-27T15:14:00.000Z,1877,11.703424,93.581403,TR-045179
9893182959,9199901358,2024-07-26T06:32:00.000Z,602,15.044287,86.26676,CG-046199
9889678876,9159466205,2024-08-06T02:59:00.000Z,3020,8.953203,68.67276,HR-037484
9836464203,9126152346,2024-11-17T16:27:00.000Z,923,13.320712,70.874503,PB-021464
9815820919,9163520304,2024-07-09T06:25:00.000Z,1044,12.109382,68.394055,KL-016867
9884782786,9150701523,2024-09-19T07:27:00.000Z,1796,29.002399,96.132489,CG-018643
9826687255,9177844242,2024-09-25T21:16:00.000Z,3463,17.389969,77.055738,BR-008231
9839530638,9164187047,2024-05-11T10:34:00.000Z,1540,18.22241,80.451925,JH-031399
9813169524,9139819415,2024-01-27T07:02:00.000Z,3333,22.590568,87.095184,TR-012937
9820568006,9135357883,2024-04-09T08:42:00.000Z,2258,12.109379,82.246556,JK-026173
9819977112,9116907981,2024-11-05T00:24:00.000Z,3097,14.593309,73.689764,TS-009472
9837397382,9126005441,2024-02-08T20:59:00.000Z,1924,25.809883,71.415116,TS-043672
9823949156,9150002234,2024-03-24T23:26:00.000Z,1662,28.939194,83.835317,UP-008380
9837348954,9160863608,2024-08-14T14:12:00.000Z,2272,8.941281,81.315731,UP-034645
9853346599,9167275155,2024-12-08T09:41:00.000Z,1849,19.710895,84.624737,MP-014816
9856995933,9125840374,2024-05-22T06:54:00.000Z,3523,8.459685,68.271209,MZ-040302
9876520560,9198151566,2024-06-13T13:11:00.000Z,2139,31.726493,95.271053,WB-031488
9862888441,9183343899,2024-06-27T16:07:00.000Z,964,17.852543,72.455781,ML-023245
9895697173,9198046048,2024-10-04T10:32:00.000Z,882,29.79647,95.684915,PB-014008
9829369701,9144036031,2024-02-22T05:01:00.000Z,386,25.517583,88.709469,GA-019125
9819653760,9110082799,2024-06-16T04:17:00.000Z,133,10.968557,88.828144,KA-023729
9831701220,9125802464,2024-01-06T08:39:00.000Z,1045,32.050008,93.80795,DL-022407
9871161137,9137839718,2024-04-13T11:22:00.000Z,2884,15.440275,69.527167,HP-037802
9894432480,9179903409,2024-02-25T03:51:00.000Z,3178,32.434039,81.532117,MH-045594
9831949082,9136023839,2024-04-01T19:49:00.000Z,854,22.109469,72.013908,UK-011399
9866284184,9139346261,2024-01-17T23:11:00.000Z,1743,17.350072,86.111057,KA-027413
9889367127,9146806999,2024-12-17T20:50:00.000Z,2336,31.040791,91.196807,TS-017214
9871956063,9189870745,2024-09-21T04:02:00.000Z,2914,10.298596,84.327866,TS-019804
9823638776,9120627688,2024-01-12T06:26:00.000Z,692,28.76707,81.535569,UK-022526
9893016441,9146935358,2024-04-20T09:10:00.000Z,2483,16.356979,75.439115,JH-010077
9843817354,9125009861,2024-10-10T02:26:00.000Z,1796,34.949368,92.417187,AS-001394
9862521375,9124221970,2024-09-10T22:42:00.000Z,1286,24.525061,76.492161,MP-030094
9873704624,9125665313,2024-08-04T08:30:00.000Z,2789,25.674016,76.876743,MN-035569
9823470604,9167205662,2024-11-22T22:12:00.000Z,741,20.591143,94.762118,MN-048117
9860462304,9144256659,2024-07-05T04:20:00.000Z,1097,32.640664,95.51255,SK-032157
9876232215,9112099355,2024-03-12T20:10:00.000Z,3142,28.745223,71.266004,TR-046987
9890346771,9149988500,2024-02-11T16:17:00.000Z,1162,35.687916,73.172527,TN-021050
9894905321,9129279114,2024-08-27T09:52:00.000Z,2791,36.908157,94.763717,TR-018955
9888469992,9198893752,2024-10-23T06:17:00.000Z,269,36.424772,80.226211,TR-017411
9856212080,9119212741,2024-04-20T11:09:00.000Z,1697,15.662285,88.621546,MP-011058
9899554651,9141897168,2024-09-23T20:22:00.000Z,1475,34.432208,96.644954,ML-038280
9868035091,9192214175,2024-05-07T22:12:00.000Z,2108,9.574215,75.795886,TR-014310
9810986855,9135310290,2024-03-14T10:26:00.000Z,2535,30.596493,74.351069,MN-022835
9840793378,9141423253,2024-02-14T21:55:00.000Z,3134,20.272202,71.199564,AR-049350
9884620490,9131827227,2024-07-27T18:42:00.000Z,1246,10.545971,83.783071,AR-026508
9821499330,9176115251,2024-05-20T04:23:00.000Z,611,29.504263,76.7104,OR-029766
9863072702,9119469711,2024-02-22T12:12:00.000Z,516,31.574528,88.069393,UP-043985
9834828935,9144764172,2024-10-25T01:14:00.000Z,2791,20.799526,68.756316,CG-046615
9820281405,9162425603,2024-03-16T17:24:00.000Z,161,15.02444,70.501052,PB-028668
9874094434,9151927500,2024-08-12T04:46:00.000Z,1975,10.874781,91.866796,ML-010183
9815972376,9121502481,2024-10-04T08:58:00.000Z,1240,14.223341,68.94272,TS-048096
9822561917,9190949707,2024-02-14T22:21:00.000Z,1863,13.25305,71.966926,MH-046495
9812836413,9168231082,2024-01-16T15:42:00.000Z,3462,12.089239,87.400747,NL-037966
9870521457,9156183765,2024-09-04T15:53:00.000Z,992,25.177084,85.270707,WB-049882
9816099835,9155225964,2024-01-27T14:30:00.000Z,2777,27.625809,87.940723,BR-014408
9826083811,9193548745,2024-03-20T19:11:00.000Z,2959,21.350044,87.254198,JH-045567
9827036558,9135317891,2024-07-24T20:13:00.000Z,233,24.343016,96.786774,RJ-037673
9839928600,9181269398,2024-11-05T22:10:00.000Z,2625,14.906752,71.626625,HR-017396
9846156019,9118794889,2024-07-25T03:41:00.000Z,102,18.280188,95.770347,KL-001796
9888851556,9148348352,2024-11-12T02:59:00.000Z,3051,12.620489,74.162963,PB-018811
9877333302,9144408994,2024-04-27T10:17:00.000Z,1577,36.372256,85.879165,TS-024518
9875600723,9163135143,2024-10-27T12:22:00.000Z,1794,24.383014,68.35051,GA-015243
9881594759,9137796051,2024-10-01T09:42:00.000Z,428,21.404273,83.091219,TR-035709
9877122299,9117888227,2024-08-09T19:16:00.000Z,3226,23.5497,69.047052,HP-038034
9847685906,9187191437,2024-01-10T10:16:00.000Z,217,30.016689,85.568577,PB-038301
9889614972,9122075240,2024-09-02T17:48:00.000Z,189,8.230204,81.467794,AP-043430
9879171748,9125846900,2024-01-22T11:17:00.000Z,438,9.950298,88.53324,RJ-047031
9812539416,9144219457,2024-06-10T23:03:00.000Z,1422,36.186289,86.655496,TS-030677
9816006269,9110833239,2024-07-22T05:38:00.000Z,2726,30.929325,80.183322,HR-007146
9816894471,9128844020,2024-07-14T12:27:00.000Z,1159,8.628501,76.940588,NL-005439
9854886314,9116514822,2024-05-07T03:57:00.000Z,2473,18.322597,86.99948,DL-005651
9831344484,9191982596,2024-04-04T00:34:00.000Z,560,31.041423,68.966923,WB-006808
9856261341,9132923616,2024-12-04T05:12:00.000Z,3567,27.292687,89.589801,SK-046888
9883356225,9156445771,2024-06-26T16:55:00.000Z,1757,10.960292,80.39245,MZ-014038
9831303677,9193482227,2024-01-13T23:34:00.000Z,3094,22.084961,88.112467,WB-024222
9891048777,9127001328,2024-12-08T07:06:00.000Z,541,12.359439,77.383778,JH-038101
9897451029,9129194907,2024-09-17T08:51:00.000Z,1331,22.739698,96.701163,TR-006227
9816445292,9190655890,2024-05-08T05:17:00.000Z,2591,27.144648,78.783868,PB-035138
9881378099,9126114854,2024-09-03T08:31:00.000Z,1493,33.842256,71.475222,ML-008796
9821928179,9141081988,2024-05-06T19:15:00.000Z,2979,25.711104,68.791066,MZ-047797
9890624820,9144347783,2024-12-06T16:27:00.000Z,1767,26.336504,85.196119,TR-047135
9841347388,9189874106,2024-06-09T13:17:00.000Z,323,33.589346,76.165628,UK-012629
9846692475,9135934057,2024-11-15T16:28:00.000Z,3082,28.564442,92.022002,TR-045086
9870914946,9179684665,2024-06-10T13:16:00.000Z,3255,29.10717,81.13322,CG-023550
9818573959,9184853133,2024-06-02T02:19:00.000Z,711,10.596788,93.857077,TN-017039
9834427242,9127318359,2024-01-02T02:37:00.000Z,1366,18.621939,78.678284,OR-017665
9819488504,9168039554,2024-12-02T17:11:00.000Z,1365,33.850279,91.953531,SK-031876
9810333434,9185855096,2024-01-17T23:39:00.000Z,1446,26.899335,87.867979,JH-045459
9870084623,9172648022,2024-03-16T16:33:00.000Z,2297,22.435608,69.385703,JH-048522
9870512361,9155891811,2024-03-04T14:42:00.000Z,2497,25.508505,82.487745,HP-022772
9876700320,9124555177,2024-01-21T04:41:00.000Z,1068,12.038124,93.015881,BR-025414
9870312491,9152518960,2024-12-06T04:54:00.000Z,3340,29.508773,70.81269,JK-043657
9870745487,9152079825,2024-05-27T16:40:00.000Z,2413,31.452545,85.372616,OR-041563
9849104610,9180306561,2024-09-18T17:48:00.000Z,997,31.000878,72.677798,TS-002689
9844432410,9133203770,2024-03-14T23:05:00.000Z,3217,20.733268,75.688676,KL-028964
9879003133,9115508553,2024-04-01T02:30:00.000Z,2130,10.609401,87.561894,WB-043545
9841575905,9189912816,2024-09-10T04:35:00.000Z,632,29.639147,80.756148,MZ-004785
9872185485,9198305319,2024-08-21T08:27:00.000Z,625,14.050755,95.519636,GJ-006975
9868461917,9163536689,2024-03-21T14:41:00.000Z,2074,26.337713,83.345463,TS-005512
9850837535,9154057762,2024-02-14T19:15:00.000Z,2349,16.297171,84.644561,NL-006204
9870151867,9117003104,2024-05-11T20:16:00.000Z,473,8.118235,80.037995,AP-028046
9865639050,9141980678,2024-10-21T16:22:00.000Z,2441,34.606497,84.254179,NL-021115
9888896216,9166065346,2024-12-05T10:11:00.000Z,1876,32.282531,78.043881,JH-016448
9898359390,9143334868,2024-06-21T17:10:00.000Z,911,17.509177,77.790914,HR-013915
9866233731,9186173416,2024-01-17T06:41:00.000Z,1878,29.4939,92.099306,HP-021289
9825813853,9122872375,2024-05-21T09:23:00.000Z,898,22.985841,70.757965,KL-018427
9880615664,9116185855,2024-06-27T15:54:00.000Z,279,29.937289,76.265586,OR-026164
9826655260,9159108115,2024-11-13T00:49:00.000Z,2675,27.799446,87.636439,UK-004152
9814537210,9187715866,2024-10-28T02:22:00.000Z,3381,16.504876,79.994443,SK-029471
9880180295,9184817350,2024-06-20T06:55:00.000Z,666,21.143319,81.197157,HP-021160
