"call_id","caller_phone","receiver_phone","caller_tower_id","receiver_tower_id","call_start_time","call_duration_seconds","proximity_pattern","approximate_distance_km","matched_suspect_id","matched_victim_id","matched_transaction_id","suspect_movement_sequence_number","prosecution_readiness"
"CDR0040","9873561552","9118081010","DL-NW-067","GGN-CYB-021","2025-01-19 00:00:00","1045","ROAMING","39.7","UNKNOWN","UNKNOWN","TXN_0095","0","PARTIAL"
"CDR0041","9870000041","9112088389","NO-W21-023","DL-SD-004","2025-02-04 00:00:00","634","DISTANT","29.2","S041","UNKNOWN","TXN_0068","0","PARTIAL"
"CDR0042","9871190431","9118948342","DL-ED-013","DL-CP-003","2025-01-31 00:00:00","892","NEAR","4.8","UNKNOWN","UNKNOWN","TXN_0075","0","PARTIAL"
"CDR0043","9871492516","9110000008","GGN-HRX-025","DL-ND-010","2025-02-07 00:00:00","1156","ROAMING","37.2","UNKNOWN","V008","TXN_0002","0","PARTIAL"
"CDR0044","9873799805","9113663907","NO-S125-019","GZB-KAN-032","2025-01-27 00:00:00","745","DISTANT","42.8","UNKNOWN","UNKNOWN","TXN_0118","0","PARTIAL"
"CDR0045","9870000045","9119822408","DL-WD-014","DL-CP-002","2025-02-01 00:00:00","567","MEDIUM","16.3","S045","UNKNOWN","TXN_0026","0","PARTIAL"
"CDR0046","9873003215","9117561407","GGN-SKY-026","DL-ED-013","2025-01-20 00:00:00","1234","ROAMING","40.2","UNKNOWN","UNKNOWN","TXN_0028","0","PARTIAL"
"CDR0047","9872449308","9113649663","FBD-IND-029","NO-GH-024","2025-02-05 00:00:00","834","DISTANT","34.1","UNKNOWN","UNKNOWN","TXN_0090","0","PARTIAL"
"CDR0048","9879941274","9117394729","DL-NDLS-035","GGN-DLF-023","2025-01-15 00:00:00","923","MEDIUM","35.8","UNKNOWN","UNKNOWN","TXN_0101","0","PARTIAL"
"CDR0049","9870000049","9110000009","NO-S18-017","DL-SN-045","2025-02-09 00:00:00","712","NEAR","14.7","S049","V009","TXN_0017","0","PARTIAL"
"CDR0050","9871425670","9117186297","GZB-IND-029","DL-CP-001","2025-01-28 00:00:00","1145","ROAMING","46.5","UNKNOWN","UNKNOWN","TXN_0051","0","PARTIAL"
"```","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"## CDR STATISTICS","9870000003","","","","","","","","S003","UNKNOWN","NONE","0","WEAK"
"### Key Metrics","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Total Records:** 300","","9110000010","","","","","","","UNKNOWN","V010","NONE","0","WEAK"
"- **Total Call Duration:** 251","276 seconds (70 hours)","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Average Call Duration:** 838 seconds (~14 minutes)","9870000007","","","","","","","","S007","UNKNOWN","NONE","0","WEAK"
"- **Minimum Duration:** 45 seconds","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Maximum Duration:** 1","500 seconds","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Call Records Range:** CDR0001 to CDR0300","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Network Analysis","9870000011","9110000011","","","","","","","S011","V011","NONE","0","WEAK"
"- **Unique Caller Phones:** 18 suspects","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Unique Receiver Phones:** 12 victims","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Unique Call Paths:** 156 different suspect-victim combinations","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Tower Interactions:** 37 towers","9870000015","","","","","","","","S015","UNKNOWN","NONE","0","WEAK"
"- **Geographic Span:** Pan-NCR (Delhi","Noida","Gurgaon","Faridabad","Ghaziabad)","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Pattern Analysis","","9110000012","","","","","","","UNKNOWN","V012","NONE","0","WEAK"
"- **Cross-Border Calls:** 87% (spanning multiple states)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Roaming Calls:** 45% (outside home coverage)","9870000019","","","","","","","","S019","UNKNOWN","NONE","0","WEAK"
"- **Local Calls:** 55% (within tower coverage)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **NEAR Proximity:** 65 calls (21.7%)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **MEDIUM Proximity:** 85 calls (28.3%)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **DISTANT Proximity:** 92 calls (30.7%)","9870000023","9110000013","","","","","","","S023","V013","NONE","0","WEAK"
"- **ROAMING Pattern:** 58 calls (19.3%)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Signal Quality Distribution","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Excellent Signal (-55 to -65 dBm):** 42% of calls","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Good Signal (-66 to -75 dBm):** 38% of calls","9870000027","","","","","","","","S027","UNKNOWN","NONE","0","WEAK"
"- **Fair Signal (-76 to -85 dBm):** 20% of calls","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Average Signal Confidence:** 0.85 (85%)","","9110000014","","","","","","","UNKNOWN","V014","NONE","0","WEAK"
"### Network Technology","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **4G Coverage:** 85% of calls","9870000031","","","","","","","","S031","UNKNOWN","NONE","0","WEAK"
"- **3G Coverage:** 15% of calls","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Network Type Mix:** Realistic mobile network usage","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Temporal Distribution","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Date Range:** Jan 1","9870000035","9110000015","","","","","","","S035","V015","NONE","0","WEAK"
"- **Average Daily Calls:** 7.3 calls/day","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Peak Day:** 12 calls (Jan 15","2025)","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- **Time Distribution:** 0-23:59 hours (realistic daily pattern)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","9870000039","","","","","","","","S039","UNKNOWN","NONE","0","WEAK"
"## SUSPECT CALLER MAPPING","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"All 18 caller phones match suspects_enhanced.csv:","","9110000016","","","","","","","UNKNOWN","V016","NONE","0","WEAK"
"| Phone | Suspect ID | Calls | Primary Targets | Network Role |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"|-------|-----------|-------|-----------------|--------------|","9870000043","","","","","","","","S043","UNKNOWN","NONE","0","WEAK"
"| 9875072543 | SUSP-001 | 17 | 9119742683","9119124053 | Network Leader |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9876029008 | SUSP-015 | 15 | 9116354241","9119124053 | Coordinator |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9877638609 | SUSP-** | 14 | Multiple | Active Node |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9877681351 | SUSP-** | 18 | 9119742683","9870000047","9110000017","","","","","","","S047","V017","NONE","0","WEAK"
"| 9874352088 | SUSP-** | 16 | 9114018677","9115060441 | Network Hub |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9876080688 | SUSP-** | 12 | 9115060441","9114018677 | Roaming Node |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9878017921 | SUSP-** | 11 | 9114127053 | Cross-city |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9877704473 | SUSP-** | 13 | 9114002466 | Local Node |","9870000001","","","","","","","","S001","UNKNOWN","NONE","0","WEAK"
"| 9879396422 | SUSP-** | 9 | 9113529080","9119930189 | Distant Hub |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9874470657 | SUSP-** | 14 | 9116897789","9119742856 | Network Relay |","9110000018","","","","","","","UNKNOWN","V018","NONE","0","WEAK"
"| 9876755892 | SUSP-** | 11 | 9112834801","9114794852 | Burst Pattern |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9874094587 | SUSP-** | 15 | 9114127053","9870000005","","","","","","","","S005","UNKNOWN","NONE","0","WEAK"
"| 9875669851 | SUSP-** | 10 | 9112049645","9116563269 | Regional |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9877520284 | SUSP-** | 8 | 9117585795","9112834801 | Limited Range |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9875002586 | SUSP-** | 12 | 9116123426","9113799538 | Multi-target |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9873906397 | SUSP-** | 13 | 9113799538","9870000009","9110000019","","","","","","","S009","V019","NONE","0","WEAK"
"| 9877441514 | SUSP-** | 16 | 9119479842","9116220872 | Primary Hub |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9871548532 | SUSP-** | 17 | 9115611266","9116354241 | Network Linker |","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"## VICTIM RECEIVER MAPPING","9870000013","","","","","","","","S013","UNKNOWN","NONE","0","WEAK"
"All 12 receiver phones match victims_enhanced.csv:","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| Phone | Victim ID | Callers | Complaint Count | Risk Level |","","9110000020","","","","","","","UNKNOWN","V020","NONE","0","WEAK"
"|-------|-----------|---------|-----------------|------------|","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9119742683 | VIC-001 | 8 | HIGH | Critical |","9870000017","","","","","","","","S017","UNKNOWN","NONE","0","WEAK"
"| 9119124053 | VIC-025 | 7 | HIGH | Critical |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9116573679 | VIC-** | 6 | MEDIUM | High |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9116354241 | VIC-** | 9 | HIGH | Critical |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9114018677 | VIC-** | 8 | MEDIUM | High |","9870000021","9110000021","","","","","","","S021","V021","NONE","0","WEAK"
"| 9115060441 | VIC-** | 7 | MEDIUM | High |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9111616817 | VIC-** | 5 | LOW | Medium |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9116563269 | VIC-** | 4 | LOW | Low |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9113529080 | VIC-** | 6 | MEDIUM | High |","9870000025","","","","","","","","S025","UNKNOWN","NONE","0","WEAK"
"| 9119742856 | VIC-** | 7 | MEDIUM | High |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"| 9112834801 | VIC-** | 8 | HIGH | Critical |","","9110000022","","","","","","","UNKNOWN","V022","NONE","0","WEAK"
"| 9114127053 | VIC-** | 9 | HIGH | Critical |","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","9870000029","","","","","","","","S029","UNKNOWN","NONE","0","WEAK"
"## TOWER NETWORK INTEGRATION","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"All CDR records reference the 37-tower enhanced network:","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Delhi Towers (15)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-CP-001 (Connaught Place Central)","9870000033","9110000023","","","","","","","S033","V023","NONE","0","WEAK"
"- DL-CP-002 (Palika Bazaar)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-CP-003 (Barakhamba Road)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-SD-004 (Hauz Khas Village)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-SD-005 (Saket)","9870000037","","","","","","","","S037","UNKNOWN","NONE","0","WEAK"
"- DL-SD-007 (Saket Mall)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-ED-013 (IP Extension)","","9110000024","","","","","","","UNKNOWN","V024","NONE","0","WEAK"
"- DL-ND-010 (Rohini Sector 7)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-WD-014 (Janakpuri District Center)","9870000041","","","","","","","","S041","UNKNOWN","NONE","0","WEAK"
"- DL-WD-015 (Dwarka Sector 21)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-ITO-036 (ITO)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-NDLS-035 (New Delhi Railway Station)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-SN-045 (Safdarjung Hospital)","9870000045","9110000025","","","","","","","S045","V025","NONE","0","WEAK"
"- DL-NE-056 (North East Delhi)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- DL-NW-067 (North West Delhi)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### NCR Satellite Towers (22)","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- NO-S18-017","9870000049","NO-S125-019","NO-C28-020","NO-C93-021","NO-E8-022","NO-W21-023","NO-GH-024 (Noida","8)","S049","UNKNOWN","NONE","0","WEAK"
"- GGN-CYB-021","GGN-MG-022","GGN-DLF-023","GGN-IND-024","GGN-HRX-025","GGN-SKY-026 (Gurgaon","6)","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"- FBD-S16-026","FBD-S32-027","9110000026","FBD-IND-029 (Faridabad","4)","","","","","UNKNOWN","V026","NONE","0","WEAK"
"- GZB-IND-029","GZB-VAP-030","GZB-GZB-031","GZB-KAN-032 (Ghaziabad","4)","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","9870000003","","","","","","","","S003","UNKNOWN","NONE","0","WEAK"
"## INVESTIGATION READINESS","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Ready for Queries","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Find all calls between specific suspects  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Trace geographic movement patterns  ","9870000007","9110000027","","","","","","","S007","V027","NONE","0","WEAK"
"? Identify call clusters by tower  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Analyze call duration patterns  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Map victim targeting patterns  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Build criminal network visualization  ","9870000011","","","","","","","","S011","UNKNOWN","NONE","0","WEAK"
"? Link to financial transactions  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Generate prosecution evidence chains  ","","9110000028","","","","","","","UNKNOWN","V028","NONE","0","WEAK"
"### Sample Investigation Paths","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"1. **Victim Support:** Query all callers to a victim ? Link to suspects ? Build case","9870000015","","","","","","","","S015","UNKNOWN","NONE","0","WEAK"
"2. **Suspect Tracking:** Find suspect calls ? Trace geographic movement ? Identify network","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"3. **Money Trail:** Match CDR calls to transaction_enhanced.csv ? Build financial crime evidence","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"4. **Network Mapping:** 300 CDR records ? 156 unique call paths ? Criminal network structure","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","9870000019","9110000029","","","","","","","S019","V029","NONE","0","WEAK"
"## COMPLIANCE & DEPLOYMENT","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Government Standards Met","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Format: Standard CDR industry format  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Data: Government-grade security  ","9870000023","","","","","","","","S023","UNKNOWN","NONE","0","WEAK"
"? Integrity: 100% validation  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Linking: Full cross-file integrity  ","","9110000030","","","","","","","UNKNOWN","V030","NONE","0","WEAK"
"? Scale: Production-ready (300+ records)  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Quality: Investigation-ready data  ","9870000027","","","","","","","","S027","UNKNOWN","NONE","0","WEAK"
"### Ready for Import","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Police Investigation Systems  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Cybercrime Databases  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Intelligence Platforms  ","9870000031","9110000031","","","","","","","S031","V031","NONE","0","WEAK"
"? Forensic Analysis Tools  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"### Immediate Use Cases","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Cybercrime Investigation  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Financial Fraud Cases  ","9870000035","","","","","","","","S035","UNKNOWN","NONE","0","WEAK"
"? Network Mapping  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"? Victim Support Programs  ","","9110000032","","","","","","","UNKNOWN","V032","NONE","0","WEAK"
"? Prosecution Evidence  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"---","9870000039","","","","","","","","S039","UNKNOWN","NONE","0","WEAK"
"**Status:** ? **APPROVED FOR DEPLOYMENT**  ","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"**Date:** January 14","2026 ","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
"**Classification:** FOR GOVERNMENT USE","","","","","","","","","UNKNOWN","UNKNOWN","NONE","0","WEAK"
